"jin","ha","7601314014","5809"	,"1"
"jin","ha","8249167000","5809"	,"4"
"jin","ha","8951286000","5809"	,"2"
"jin","wang","13607141900","20591"	,"1"
"jin","wang","16833838800","4474"	,"4"
"jin","wang","52164749800","4474"	,"2"
"jin","wang","7701336117","1558"	,"2"
"jin","wang","8895697000","4474"	,"4"
"jin","wang","9337729000","20591"	,"1"
"jing","he","34975055500","29002"	,"1"
"jing","he","7404984931","29002"	,"2"
"jing","li","23989105000","13654"	,"1"
"jing","li","26643007400","12537"	,"1"
"jing","li","35300205200","10977"	,"2"
"jing","li","36065525800","10977"	,"3"
"jing","li","55972834100","10977"	,"1"
"jing","wang","15066292100","30182"	,"1"
"jing","wang","36078440500","9462"	,"5"
"jing","xiao","37118238000","36516"	,"4"
"jing","zhang","36661588000","2093"	,"1"
"jing","zhang","40762786800","3628"	,"1"
"jingshan","li","8061003500","16606"	,"2"
"jizhong","zhou","57191733747","5982"	,"1"
"jo,rae","wright","7601525630","6985"	,"1"
"jodi","cooley","7102757690","17585"	,"4"
"joe","giacalone","8331634900","11599"	,"12"
"joel","kubby","6603000655","35043"	,"1"
"joel","thornton","7402781278","30972"	,"5"
"joel","tohline","7004486252","25991"	,"4"
"johanna","mathieu","36548572500","37033"	,"3"
"johannes","gehrke","7006822445","3136"	,"2"
"johannes","lehmann","36876619700","31319"	,"1"
"johannes","verlinde","6701873414","5794"	,"16"
"john","besley","8502938900","34038"	,"1"
"john","briggs","55424243100","3441"	,"3"
"john","cunningham","56256943700","6526"	,"1"
"john","daniels","7202376654","25959"	,"2"
"john","davis","7405958954","39584"	,"1"
"john","ferraris","7005384992","30840"	,"2"
"john","ferris","7102205455","12340"	,"1"
"john","hemminger","7006553725","26017"	,"2"
"john","hughes","55449749300","18364"	,"1"
"john","jonides","7004414202","41506"	,"3"
"john","keller","55436227900","32588"	,"1"
"john","kominoski","16744899000","16999"	,"11"
"john","lach","7006560742","33542"	,"2"
"john","lombardi","56699612700","30660"	,"1"
"john","maerz","6603595837","31461"	,"4"
"john","mccormack","11541012500","19642"	,"9"
"john","mecikalski","6701382162","20014"	,"5"
"john","reeve","7202242553","3473"	,"7"
"john","shea","7202366121","36866"	,"3"
"john","small","7202783288","13255"	,"1"
"john","stanton","7102317734","29722"	,"3"
"john","taylor","7405403980","19481"	,"2"
"jon","froehlich","7101665384","21279"	,"10"
"jon","harrison","56848518500","1416"	,"1"
"jon","kellar","7003716148","756"	,"3"
"jon","peha","7004693087","26767"	,"1"
"jon","seger","7006243049","4810"	,"2"
"jonathan","arnold","7403060429","29385"	,"5"
"jonathan","brundan","6603663990","40624"	,"3"
"jonathan","cagan","7006526000","16614"	,"6"
"jonathan","cook","7404184212","25961"	,"1"
"jonathan","engle","7005519429","13496"	,"1"
"jonathan","martin","55433151400","28653"	,"1"
"jonathan","pearlman","9839135900","31436"	,"2"
"jonathan","singer","7402620171","402"	,"2"
"jonathan","tubman","7003311786","5460"	,"1"
"jonathan","woodruff","7101684805","10801"	,"5"
"jordan","peccia","6603601344","41132"	,"6"
"joseph","galaskiewicz","6602623829","41779"	,"2"
"joseph","krajcik","56847280000","35348"	,"1"
"joseph","manthey","36802119700","31485"	,"3"
"joseph","mikels","6507399574","26006"	,"1"
"joseph","moore","14629111100","17303"	,"1"
"joseph","ng","55988986000","28995"	,"1"
"joseph","ng","7003340601","28995"	,"1"
"joseph","romano","35227894900","17531"	,"1"
"joseph","schimmels","7003649477","34782"	,"1"
"joseph","schlenoff","7007093486","41353"	,"2"
"joseph","springer","36803046400","4486"	,"4"
"joseph","tien","7102305182","7794"	,"1"
"joseph","tribbia","6701357023","17005"	,"4"
"joshua","pauli","8923942400","8647"	,"1"
"joshua","roering","6603408978","33976"	,"5"
"joshua","smith","7410170908","35047"	,"1"
"ju","li","25925968000","32181"	,"1"
"ju","wang","16044332500","4267"	,"1"
"ju","wang","23062577800","4267"	,"1"
"juan","li","24767388000","28823"	,"1"
"judson","partin","35096565800","30846"	,"6"
"judy","qiu","36185905500","10944"	,"1"
"judy","schneider","35601965300","29889"	,"2"
"julia","chifman","23395845300","7009"	,"2"
"julia","hsu","7402284634","21883"	,"2"
"julia","kubanek","6603812071","28670"	,"3"
"julie","keister","7004244089","11667"	,"4"
"julie","kientz","11139289600","1721"	,"20"
"julie","martin","56739487200","12199"	,"3"
"julie","stone","35582546400","40061"	,"1"
"jun","fan","46761104800","36643"	,"2"
"jun","fan","9840311500","36643"	,"1"
"jun","huang","7410245589","34391"	,"1"
"jun","li","13703184500","12132"	,"2"
"jun","li","18634570600","24779"	,"1"
"jun","li","25931590500","38788"	,"6"
"jun","li","36071959600","12132"	,"3"
"jun","li","55715182800","8104"	,"3"
"jun","li","55723530200","24779"	,"1"
"jun","liu","36072773100","13969"	,"8"
"jun","liu","55715185900","13969"	,"2"
"jun","liu","7409748780","13969"	,"1"
"jun","ni","45861372400","20821"	,"1"
"jun","wang","55963989000","1877"	,"1"
"jun","yan","37072868500","14025"	,"2"
"jun","yang","55744708300","31839"	,"2"
"jun","zhuang","7102040125","12679"	,"2"
"jun","zou","7401551849","19219"	,"1"
"junshan","zhang","7601348424","15153"	,"1"
"k.","wommack","35078294300","28941"	,"2"
"ka,yee","lee","57007339200","33947"	,"1"
"kai","liu","41561619800","2982"	,"2"
"kai","shen","36560377000","17209"	,"1"
"kaijun","liu","26428192300","21463"	,"4"
"kalpathi","subramanian","36622426700","17994"	,"4"
"kam","leang","6508053506","4539"	,"2"
"kang","li","36067204900","16144"	,"2"
"kang","li","36067204900","25450"	,"1"
"kang","shin","36079966700","23543"	,"7"
"kang","wang","7501396413","41896"	,"1"
"kang","xi","56354607100","16070"	,"1"
"kara","peters","7402786794","30183"	,"1"
"karen","anderson","7404580005","17287"	,"1"
"karen","burnett","35586846500","10641"	,"3"
"karen","johannesson","55401330700","10124"	,"3"
"karen","koch","7401559511","41893"	,"8"
"karen","kramer","7201848167","34599"	,"3"
"karen","lips","7006689938","8309"	,"4"
"karen","mcdonald","7202491487","14067"	,"1"
"karen","mcdonald","7202491487","6062"	,"2"
"karen","nelson","7403227781","1391"	,"3"
"karen","smith","7410186316","1504"	,"1"
"karin","leiderman","9250309600","29491"	,"3"
"karl","benedict","55520546600","24803"	,"2"
"karl","kreutz","7003565969","37138"	,"18"
"karthik","ramani","36521637500","15852"	,"3"
"kaspar","willam","7005602016","6354"	,"1"
"katherine","harkay","6701628855","22141"	,"2"
"katherine","rhode","6701566709","681"	,"1"
"kathleen","schwille","36967711900","3422"	,"1"
"kathleen","sienko","6508374548","26367"	,"1"
"kathryn","zurek","8718099500","4682"	,"7"
"katrina","edwards","7402956440","1430"	,"4"
"kaushik","roy","55984108200","34408"	,"7"
"ke","wu","7407064077","29020"	,"2"
"ke","zhang","25925616500","2556"	,"1"
"keith","criddle","6603112690","221"	,"1"
"kemal","akkaya","6603154960","37696"	,"1"
"ken","buesseler","7004312759","16466"	,"27"
"kendra","mclauchlan","6604042408","39190"	,"25"
"kenneth","crozier","56034365600","22194"	,"10"
"kenneth","hicks","24347892600","21921"	,"16"
"kenneth","hicks","55926511100","21921"	,"14"
"kenneth","reifsnider","7006102380","4264"	,"3"
"kenneth","roberts","55215992600","35025"	,"1"
"kenneth","schafer","7203052628","22104"	,"1"
"kent","harber","6603187738","15972"	,"1"
"kevin","ash","54882150200","21181"	,"1"
"kevin","clark","7402415822","8396"	,"1"
"kevin","fu","18434230000","25120"	,"16"
"kevin","haudek","8736066100","36327"	,"4"
"kevin","jones","35547119200","38119"	,"1"
"kevin","lynch","7202687428","1249"	,"1"
"kevin","lynch","7202687428","2349"	,"1"
"kevin","mahan","8066055500","4879"	,"9"
"kevin","smith","55704520700","41247"	,"1"
"kevork","abazajian","6602671246","12137"	,"1"
"kim","williams","35486074900","16056"	,"1"
"kiona","ogle","7004854987","10427"	,"2"
"kip","hodges","7006018790","2924"	,"1"
"kirill","belashchenko","6701913104","22414"	,"1"
"ko","honda","7401679759","6866"	,"1"
"konstantinos","pelechrinis","24465253800","36330"	,"2"
"kristy","boyer","56998908100","9835"	,"6"
"kurtis","gurley","56132865100","34937"	,"3"
"kyle","plunkett","7004095735","28173"	,"1"
"lan","ma","7201567764","29772"	,"1"
"lan","zhang","7410272138","31656"	,"1"
"larry","hedges","7006567946","36235"	,"5"
"larry","medsker","22972145200","28943"	,"2"
"larry","paxton","35508945400","16991"	,"14"
"lars","christensen","13609318800","41010"	,"1"
"latanya","sweeney","35615997400","16988"	,"2"
"laure","dussubieux","24477239200","24214"	,"2"
"lawrence","evans","7401488453","29743"	,"10"
"lawrence","lesser","6601989974","10028"	,"3"
"lawrence","murdoch","7003297788","184"	,"10"
"lee","dicker","35145615300","13972"	,"1"
"lee","miller","35215958600","1249"	,"1"
"lei","liu","23470114700","6501"	,"2"
"lei","liu","55715694500","12885"	,"4"
"lei","wang","24402343400","1885"	,"3"
"lei","wu","45861622400","18981"	,"3"
"lei","wu","55714869100","18981"	,"1"
"lei","zuo","57190249413","25401"	,"1"
"lei","zuo","7102124829","42113"	,"1"
"leigh","johnson","55455570300","13062"	,"1"
"leonard","brillson","55697314300","21746"	,"3"
"leslie","atkins","7005842017","10057"	,"2"
"leslie","butler","35480504200","8905"	,"3"
"leslie","looney","7004827720","9919"	,"9"
"li","an","12751862000","14341"	,"1"
"li","an","15822736400","14341"	,"1"
"li","an","23062577800","14341"	,"2"
"li","an","24491992600","14341"	,"2"
"li","an","35277489300","14341"	,"1"
"li","an","35784279100","14341"	,"1"
"li","an","54581698400","14341"	,"1"
"li","an","55194485300","14341"	,"1"
"li","an","55236887000","14341"	,"1"
"li","an","56406909700","14341"	,"3"
"li","bai","22978362700","37697"	,"1"
"li","ge","35227241500","41370"	,"3"
"li","ge","56658401800","41370"	,"1"
"li","ge","7003589500","41370"	,"2"
"li","li","55718986100","25127"	,"1"
"li","li","55730942800","10148"	,"1"
"li","li","56219206400","10148"	,"1"
"li","li","56645789700","10148"	,"1"
"li","li","7401923340","10148"	,"1"
"li","li","7501788174","25127"	,"2"
"li","ma","56346270900","22475"	,"1"
"li","ma","7003978051","22475"	,"1"
"li","shi","7401640615","16050"	,"2"
"li","shi","7401640736","16050"	,"1"
"li","shi","7404963715","16050"	,"2"
"li","tan","54581698400","26144"	,"1"
"li","xiao","54413532800","24044"	,"1"
"li","xu","55687359900","23676"	,"1"
"li","yang","15128243500","23672"	,"1"
"li","yang","23571256500","13735"	,"1"
"li","yang","36462028900","13735"	,"3"
"lian","li","55542037600","6920"	,"1"
"lian","li","8616471300","25546"	,"2"
"lian","li","8616471300","41463"	,"2"
"liang","dong","56390844100","1951"	,"1"
"liang","hong","25222193700","8562"	,"1"
"lianxing","wen","7201516136","14639"	,"9"
"lijuan","li","55730914900","25896"	,"1"
"lilian","alessa","6603254543","7646"	,"13"
"lin","li","26642911300","35698"	,"1"
"lin","li","26643208200","25238"	,"2"
"lin","li","55718160700","35698"	,"1"
"lin","li","7405861214","35698"	,"1"
"lin","li","7501700539","25238"	,"2"
"lin","ma","16230874500","11837"	,"2"
"lin","ma","55721021000","27565"	,"1"
"lin","ma","6602744697","27565"	,"2"
"lin","tian","7102029714","2108"	,"1"
"lin","wang","37050178100","27127"	,"1"
"lin","yan","35112002000","23128"	,"7"
"linda","hayden","22233944900","20303"	,"3"
"ling","li","7409756284","23676"	,"2"
"liping","guo","56427098700","9994"	,"2"
"liping","huang","55237415400","19135"	,"12"
"lisa","davids","23093548400","17845"	,"3"
"lisa","komoroske","37110856900","31226"	,"1"
"lisa","manning","36604737900","28133"	,"1"
"lisa","montplaisir","8314388900","36577"	,"1"
"lisa","murphy","7201572530","21622"	,"6"
"lise","getoor","6603498218","15155"	,"2"
"loretta","moore","35178021100","2976"	,"3"
"lori","clarke","7201975151","16633"	,"2"
"louise","abbott","7102021160","13899"	,"2"
"louise","lewis","7402152510","4144"	,"6"
"luca","capogna","6603752725","41157"	,"6"
"luciana","musetti","6603869960","41153"	,"1"
"luis","caffarelli","56250041300","42337"	,"12"
"luminita","vese","6602096082","14919"	,"2"
"luo","si","7006717974","3125"	,"8"
"lupei","zhu","7404200910","18380"	,"3"
"lyle","simmons","7103037823","4737"	,"2"
"lynn","hartzler","6506054571","19449"	,"2"
"lynne","taylor","7404757306","22511"	,"1"
"m.","chaudhry","55953231700","93"	,"1"
"madhu","reddy","7402242870","518"	,"10"
"madonna","moss","7201428977","13101"	,"1"
"maen","alkhader","24385607100","35891"	,"1"
"mahesh","hosur","7004479397","39679"	,"4"
"mahesh","mahanthappa","6506957879","22200"	,"18"
"mahmut","kandemir","35549787100","36369"	,"2"
"mahour","parast","35488816700","22413"	,"1"
"mak","saito","56493701000","19892"	,"3"
"mantha","phanikumar","57190658012","25146"	,"1"
"mantu","hudait","7004082646","40523"	,"4"
"marc","genton","8905525200","6993"	,"5"
"marco","caccamo","7003738186","21305"	,"3"
"marcy","litvak","7005669183","16422"	,"4"
"margaret","burnett","14033744600","17367"	,"1"
"margaret","burnett","14033744600","23285"	,"1"
"margaret","frey","7201869227","19792"	,"1"
"maria","varelas","6603090738","36538"	,"2"
"marilyn","walker","55461478300","21319"	,"7"
"marina","petrukhina","7003335206","14370"	,"1"
"marisa","otegui","7003514088","12008"	,"6"
"marisa","pedulla","6602680242","26065"	,"2"
"marjorie","chan","7402597600","24187"	,"2"
"marjorie","matocq","6602680221","39419"	,"2"
"mark","alber","7006951076","17801"	,"2"
"mark","altaweel","15031245100","7646"	,"7"
"mark","anderson","35567460500","131"	,"1"
"mark","dadmun","7004238308","31877"	,"4"
"mark","edwards","56983152900","32687"	,"2"
"mark","ellis","7402181722","4063"	,"1"
"mark","hersam","7004251316","2876"	,"2"
"mark","jarrell","7005404567","13408"	,"1"
"mark","morris","56797287400","32499"	,"1"
"mark","newman","7401940367","10976"	,"1"
"mark","phillips","55942361500","2953"	,"12"
"mark","roll","24081198400","39633"	,"1"
"mark","shimozono","7004220386","12667"	,"7"
"mark","stevens","36998110000","2414"	,"1"
"mark","welch","7202920994","12079"	,"1"
"mark","williams","7410004785","17721"	,"1"
"marsette","vona","6602732245","10907"	,"2"
"marshall","poole","7102423839","27024"	,"2"
"marta","torres","56254420800","42212"	,"7"
"mary","ashley","7101643572","5843"	,"3"
"mary,beth","adams","7403905308","3384"	,"23"
"masako","tominaga","14627779900","16505"	,"9"
"matt","biesecker","34978189900","6516"	,"2"
"matthew","beck","8834545900","21072"	,"2"
"matthew","berman","7202661110","14788"	,"1"
"matthew","duez","6602907621","30694"	,"10"
"matthew","johnson","55547121891","35998"	,"2"
"matthew","jones","35230030600","37084"	,"1"
"matthew","mayernik","23009234400","37958"	,"3"
"matthew","polizzotto","10938803200","31528"	,"2"
"matthew","settles","7004056075","28520"	,"3"
"matthew","wright","56365234000","1900"	,"1"
"matthias","felleisen","7003446489","5856"	,"9"
"maximilian","riesenhuber","6602140289","16447"	,"1"
"meghan","miller","56899445900","18433"	,"1"
"mehdi","moini","7004272095","36821"	,"1"
"mehmet","vuran","6506861597","1872"	,"3"
"mei","yang","7404926247","8901"	,"2"
"melanie","cooper","35766303800","24436"	,"7"
"melissa","bilec","14520873800","24439"	,"9"
"melissa","braaten","24463378400","23422"	,"3"
"melissa","marshall","16413730600","24446"	,"3"
"melissa","youngquist","55584487400","31454"	,"1"
"merryl","alber","7006951077","16984"	,"5"
"messaoud","bahoura","6603733633","4150"	,"3"
"michael","allen","55447377700","35045"	,"1"
"michael","axtell","6603457695","8450"	,"3"
"michael","bader","35572580200","24551"	,"1"
"michael","booth","14013430100","8371"	,"4"
"michael","cafarella","8425432800","34068"	,"1"
"michael","chertkov","35550581400","9045"	,"4"
"michael","hagan","56001627800","6196"	,"1"
"michael","haley","7004805041","21108"	,"1"
"michael","hanna","57025944000","8415"	,"1"
"michael","heckenberger","6602985258","24536"	,"1"
"michael","hildreth","57143828200","39444"	,"1"
"michael","huang","7404260275","19187"	,"1"
"michael","jakuba","8243629800","25322"	,"4"
"michael","jones","7501849404","31407"	,"1"
"michael","kaplan","36078615400","4395"	,"10"
"michael","kaspari","7004285232","5982"	,"6"
"michael","macy","55842425000","15748"	,"4"
"michael","mccarthy","55644578200","13933"	,"1"
"michael","mcguire","7202376458","34887"	,"1"
"michael","moore","7403101341","5029"	,"2"
"michael","naughton","7103273760","25898"	,"2"
"michael","neubert","7102431715","10409"	,"10"
"michael","norman","35732124300","26546"	,"2"
"michael","ort","7202127602","24279"	,"2"
"michael","padilla","25030626400","9668"	,"1"
"michael","peterson","35596262600","28998"	,"2"
"michael","plewa","7006743475","41841"	,"3"
"michael","raymer","36854236700","291"	,"4"
"michael","roberts","55457843800","38430"	,"1"
"michael","rogers","7402697056","5500"	,"1"
"michael","sorice","10440051600","32708"	,"2"
"michael","steinbach","7006169243","28733"	,"18"
"michael","tu","7403215305","8647"	,"8"
"michael","wesch","56376350700","23364"	,"3"
"michelle","liu","56174323800","17423"	,"1"
"michelle","smith","55561627000","24343"	,"1"
"miguel","alonso","7401659487","6168"	,"1"
"miguel","razo","35146759400","31150"	,"3"
"mikhail","sitnov","6603424674","30730"	,"18"
"miles","silman","56763898700","19624"	,"4"
"milica","stojanovic","7004959162","14431"	,"6"
"milind","kulkarni","35362514300","25819"	,"1"
"min","zhang","36072753300","31423"	,"8"
"ming","li","23393276900","27840"	,"2"
"ming","li","23393276900","32053"	,"6"
"ming","li","26663532900","27840"	,"1"
"ming","li","26663532900","32053"	,"1"
"ming","li","35218893200","15077"	,"1"
"ming","li","56760118000","41998"	,"4"
"ming","li","7203056975","16068"	,"2"
"ming","li","7401699849","37220"	,"1"
"ming","li","7405258205","16068"	,"1"
"ming","li","7405264013","16068"	,"3"
"ming","li","7409081328","41998"	,"2"
"ming","li","7410069407","16068"	,"1"
"ming","zhang","10041858600","13045"	,"1"
"ming","zhao","55726122400","8897"	,"3"
"ming","zhao","7403535012","18926"	,"1"
"ming","zhao","7403535012","41564"	,"1"
"mingzhi","lu","25638959000","30701"	,"6"
"miodrag","potkonjak","7004875197","5473"	,"3"
"monica","anderson","22957168600","11604"	,"1"
"monica","smith","15037439400","19999"	,"1"
